2025-08-04 00:03:03.999 [kafka-coordinator-heartbeat-thread | set-type-group-retry] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-retry-41, groupId=set-type-group-retry] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.999 [kafka-coordinator-heartbeat-thread | color-group-retry] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-retry-28, groupId=color-group-retry] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | material-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-material-group-retry-35, groupId=material-group-retry] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:03.999 [kafka-coordinator-heartbeat-thread | color-group] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-5, groupId=color-group] Cancelled in-flight METADATA request with correlation id 1628 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.999 [kafka-coordinator-heartbeat-thread | classification-group-retry] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-retry-16, groupId=classification-group-retry] Cancelled in-flight METADATA request with correlation id 1627 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | material-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-material-group-retry-35, groupId=material-group-retry] Requesting disconnect from last known coordinator 52.78.189.34:8006 (id: 2147483646 rack: null)
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#3-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-10, groupId=classification-group] Node 1 disconnected.
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | classification-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-classification-group-retry-16, groupId=classification-group-retry] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#7-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-6, groupId=color-group] Node 1 disconnected.
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | material-group-retry] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-retry-35, groupId=material-group-retry] Client requested disconnect from node 2147483646
2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#3-2-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-10, groupId=classification-group] Cancelled in-flight FETCH request with correlation id 11020 due to node 1 being disconnected (elapsed time since creation: 5908811ms, elapsed time since send: 5908811ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#6-retry-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-retry-27, groupId=color-group-retry] Node 1 disconnected.
2025-08-04 00:03:03.906 [KafkaConsumerDestination{consumerDestinationName='springCloudBus', partitions=1, dlqName='null'}.container-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-anonymous.e5f13a03-9a80-473a-9707-2c53d188c0c0-2, groupId=anonymous.e5f13a03-9a80-473a-9707-2c53d188c0c0] Node 1 disconnected.
2025-08-04 00:03:03.999 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-30, groupId=material-group] Cancelled in-flight FETCH request with correlation id 11017 due to node 1 being disconnected (elapsed time since creation: 5908808ms, elapsed time since send: 5908808ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#0-retry-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-retry-33, groupId=material-group-retry] Node 1 disconnected.
